doc_id,title,section,page_number,type,date,token_count,source_folder
Accounts_and_Cards_Brochure_EN,Accounts And Cards Brochure En,,1,paragraph,2025-10-25,17,docs_public
Accounts_and_Cards_Brochure_EN,Accounts And Cards Brochure En,,1,paragraph,2025-10-25,50,docs_public
Accounts_and_Cards_Brochure_EN,Accounts And Cards Brochure En,,1,table,2025-10-25,152,docs_public
Accounts_and_Cards_Brochure_EN,Accounts And Cards Brochure En,,1,paragraph,2025-10-25,51,docs_public
Accounts_and_Cards_Brochure_EN,Accounts And Cards Brochure En,,1,table,2025-10-25,171,docs_public
Accounts_and_Cards_Brochure_EN,Accounts And Cards Brochure En,,1,paragraph,2025-10-25,17,docs_public
Accounts_and_Cards_Brochure_EN,Accounts And Cards Brochure En,,1,paragraph,2025-10-25,75,docs_public
Accounts_and_Cards_Brochure_EN,Accounts And Cards Brochure En,,1,paragraph,2025-10-25,56,docs_public
Accounts_and_Cards_Brochure_EN,Accounts And Cards Brochure En,,1,paragraph,2025-10-25,37,docs_public
Accounts_and_Cards_Brochure_EN,Accounts And Cards Brochure En,,1,paragraph,2025-10-25,46,docs_public
Client_Protection_Charter_EN,Client Protection Charter En,,1,paragraph,2025-10-25,45,docs_public
Client_Protection_Charter_EN,Client Protection Charter En,,1,paragraph,2025-10-25,44,docs_public
Client_Protection_Charter_EN,Client Protection Charter En,,1,paragraph,2025-10-25,32,docs_public
Client_Protection_Charter_EN,Client Protection Charter En,,1,paragraph,2025-10-25,49,docs_public
Client_Protection_Charter_EN,Client Protection Charter En,,1,paragraph,2025-10-25,37,docs_public
Client_Protection_Charter_EN,Client Protection Charter En,,1,paragraph,2025-10-25,49,docs_public
Client_Protection_Charter_EN,Client Protection Charter En,,1,paragraph,2025-10-25,33,docs_public
Client_Protection_Charter_EN,Client Protection Charter En,,1,paragraph,2025-10-25,32,docs_public
Client_Protection_Charter_EN,Client Protection Charter En,,1,paragraph,2025-10-25,27,docs_public
Client_Protection_Charter_EN,Client Protection Charter En,,1,paragraph,2025-10-25,38,docs_public
Customer_Complaint_Procedure_EN,Customer Complaint Procedure En,,1,paragraph,2025-10-25,54,docs_public
Customer_Complaint_Procedure_EN,Customer Complaint Procedure En,,1,paragraph,2025-10-25,29,docs_public
Customer_Complaint_Procedure_EN,Customer Complaint Procedure En,,1,paragraph,2025-10-25,101,docs_public
Customer_Complaint_Procedure_EN,Customer Complaint Procedure En,,1,paragraph,2025-10-25,43,docs_public
Customer_Complaint_Procedure_EN,Customer Complaint Procedure En,,1,paragraph,2025-10-25,48,docs_public
Customer_Complaint_Procedure_EN,Customer Complaint Procedure En,,1,paragraph,2025-10-25,43,docs_public
Customer_Complaint_Procedure_EN,Customer Complaint Procedure En,,1,paragraph,2025-10-25,44,docs_public
Customer_Complaint_Procedure_EN,Customer Complaint Procedure En,,1,paragraph,2025-10-25,28,docs_public
Customer_Complaint_Procedure_EN,Customer Complaint Procedure En,,1,paragraph,2025-10-25,37,docs_public
Digital_Banking_Guide_EN,Digital Banking Guide En,,1,paragraph,2025-10-25,49,docs_public
Digital_Banking_Guide_EN,Digital Banking Guide En,,1,paragraph,2025-10-25,71,docs_public
Digital_Banking_Guide_EN,Digital Banking Guide En,,1,paragraph,2025-10-25,53,docs_public
Digital_Banking_Guide_EN,Digital Banking Guide En,,1,paragraph,2025-10-25,28,docs_public
Digital_Banking_Guide_EN,Digital Banking Guide En,,1,table,2025-10-25,144,docs_public
Digital_Banking_Guide_EN,Digital Banking Guide En,,1,paragraph,2025-10-25,54,docs_public
Digital_Banking_Guide_EN,Digital Banking Guide En,,1,paragraph,2025-10-25,36,docs_public
Digital_Banking_Guide_EN,Digital Banking Guide En,,1,table,2025-10-25,97,docs_public
Digital_Banking_Guide_EN,Digital Banking Guide En,,1,paragraph,2025-10-25,116,docs_public
Digital_Banking_Guide_EN,Digital Banking Guide En,,1,paragraph,2025-10-25,44,docs_public
FAQ_Tariffs_and_Services_EN,Faq Tariffs And Services En,,1,paragraph,2025-10-25,96,docs_public
FAQ_Tariffs_and_Services_EN,Faq Tariffs And Services En,,1,paragraph,2025-10-25,114,docs_public
FAQ_Tariffs_and_Services_EN,Faq Tariffs And Services En,,1,paragraph,2025-10-25,112,docs_public
FAQ_Tariffs_and_Services_EN,Faq Tariffs And Services En,,1,paragraph,2025-10-25,94,docs_public
FAQ_Tariffs_and_Services_EN,Faq Tariffs And Services En,,1,paragraph,2025-10-25,87,docs_public
FAQ_Tariffs_and_Services_EN,Faq Tariffs And Services En,,1,paragraph,2025-10-25,77,docs_public
KYC_Notice_EN,Kyc Notice En,,1,paragraph,2025-10-25,67,docs_public
KYC_Notice_EN,Kyc Notice En,,1,paragraph,2025-10-25,34,docs_public
KYC_Notice_EN,Kyc Notice En,,1,table,2025-10-25,102,docs_public
KYC_Notice_EN,Kyc Notice En,,1,paragraph,2025-10-25,58,docs_public
KYC_Notice_EN,Kyc Notice En,,1,paragraph,2025-10-25,48,docs_public
KYC_Notice_EN,Kyc Notice En,,1,paragraph,2025-10-25,46,docs_public
KYC_Notice_EN,Kyc Notice En,,1,paragraph,2025-10-25,37,docs_public
Product_and_Services_Catalogue_EN,Product And Services Catalogue En,,1,paragraph,2025-10-25,15,docs_public
Product_and_Services_Catalogue_EN,Product And Services Catalogue En,,1,paragraph,2025-10-25,51,docs_public
Product_and_Services_Catalogue_EN,Product And Services Catalogue En,,1,table,2025-10-25,112,docs_public
Product_and_Services_Catalogue_EN,Product And Services Catalogue En,,1,table,2025-10-25,105,docs_public
Product_and_Services_Catalogue_EN,Product And Services Catalogue En,,1,paragraph,2025-10-25,85,docs_public
Product_and_Services_Catalogue_EN,Product And Services Catalogue En,,1,table,2025-10-25,72,docs_public
Product_and_Services_Catalogue_EN,Product And Services Catalogue En,,1,paragraph,2025-10-25,57,docs_public
Product_and_Services_Catalogue_EN,Product And Services Catalogue En,,1,paragraph,2025-10-25,46,docs_public
Product_and_Services_Catalogue_EN,Product And Services Catalogue En,,1,paragraph,2025-10-25,22,docs_public
Product_and_Services_Catalogue_EN,Product And Services Catalogue En,,1,paragraph,2025-10-25,45,docs_public
Transfers_and_Payments_Guide_EN,Transfers And Payments Guide En,,1,paragraph,2025-10-25,40,docs_public
Transfers_and_Payments_Guide_EN,Transfers And Payments Guide En,,1,table,2025-10-25,77,docs_public
Transfers_and_Payments_Guide_EN,Transfers And Payments Guide En,,1,paragraph,2025-10-25,114,docs_public
Transfers_and_Payments_Guide_EN,Transfers And Payments Guide En,,1,table,2025-10-25,45,docs_public
Transfers_and_Payments_Guide_EN,Transfers And Payments Guide En,,1,table,2025-10-25,58,docs_public
Transfers_and_Payments_Guide_EN,Transfers And Payments Guide En,,1,paragraph,2025-10-25,44,docs_public
Transfers_and_Payments_Guide_EN,Transfers And Payments Guide En,,1,paragraph,2025-10-25,85,docs_public
Transfers_and_Payments_Guide_EN,Transfers And Payments Guide En,,1,paragraph,2025-10-25,44,docs_public
Bank_Pricing_and_General_Conditions_Policy_EN,Bank Pricing And General Conditions Policy En,,1,paragraph,2025-10-25,9,data_clean
Bank_Pricing_and_General_Conditions_Policy_EN,Bank Pricing And General Conditions Policy En,,1,paragraph,2025-10-25,14,data_clean
Bank_Pricing_and_General_Conditions_Policy_EN,Bank Pricing And General Conditions Policy En,,1,paragraph,2025-10-25,193,data_clean
Bank_Pricing_and_General_Conditions_Policy_EN,Bank Pricing And General Conditions Policy En,,1,paragraph,2025-10-25,209,data_clean
Bank_Pricing_and_General_Conditions_Policy_EN,Bank Pricing And General Conditions Policy En,,1,paragraph,2025-10-25,211,data_clean
